,spread_3m10y,spread_2y10y,cpi_yoy,core_cpi_yoy,pce,unemployment,gdp_yoy,breakeven_5y,recession_prob,y_3m,y_5y,y_10y,y_30y,unemp_delta,spread_3m10y_lag1,spread_3m10y_lag3,spread_2y10y_lag1,spread_2y10y_lag3,cpi_yoy_lag1,cpi_yoy_lag3,core_cpi_yoy_lag1,core_cpi_yoy_lag3,breakeven_5y_lag1,breakeven_5y_lag3,gdp_yoy_lag1,gdp_yoy_lag3,breakeven_gap,inversion_flag,inversion_duration,regime
2013-12-01,2.97,2.66,1.5128383667573297,1.7408566188369834,1.3881001955959427,6.7,,1.69,0.4,,,,,-0.5,2.69,2.62,2.47,2.31,1.2328701961954458,1.0947341081747997,1.7416677473738762,1.7519368418314363,1.69,1.74,,,-0.1771616332426702,0,0,Deflation
2014-01-01,2.65,2.33,1.557758795574915,1.6070344358370292,1.4054054054054133,6.6,-1.4,1.72,0.48,,,,,-0.6000000000000005,2.97,2.53,2.66,2.26,1.5128383667573297,0.8767991434911471,1.7408566188369834,1.686837731144819,1.69,1.74,,3.5,-0.16224120442508494,0,0,Deflation
2014-02-01,2.61,2.33,1.1204746347724948,1.5548073904948723,1.0939820528374389,6.7,,1.79,0.32,,,,,-0.20000000000000018,2.65,2.69,2.33,2.47,1.557758795574915,1.2328701961954458,1.6070344358370292,1.7416677473738762,1.72,1.69,-1.4,,-0.6695253652275053,0,0,Deflation
2014-03-01,2.68,2.29,1.6126949139408042,1.6456609706435588,1.38970341823057,6.7,,1.7,0.24,,,,,0.0,2.61,2.97,2.33,2.66,1.1204746347724948,1.5128383667573297,1.5548073904948723,1.7408566188369834,1.79,1.69,,,-0.08730508605919574,0,0,Deflation
2014-04-01,2.64,2.25,2.015125303606169,1.8210555250137483,1.6731138157687786,6.2,5.3,1.96,0.26,,,,,-0.39999999999999947,2.68,2.65,2.29,2.33,1.6126949139408042,1.557758795574915,1.6456609706435588,1.6070344358370292,1.7,1.72,,-1.4,0.05512530360616896,0,0,Goldilocks
2014-05-01,2.44,2.11,2.166947687079812,1.9455269618362525,1.7661662878033946,6.3,,1.93,0.3,,,,,-0.40000000000000036,2.64,2.61,2.25,2.33,2.015125303606169,1.1204746347724948,1.8210555250137483,1.5548073904948723,1.96,1.79,5.3,,0.23694768707981217,0,0,Deflation
2014-06-01,2.49,2.06,2.0589816945944195,1.9228626526676562,1.6514586142380772,6.1,,2.0,0.28,,,,,-0.6000000000000005,2.44,2.68,2.11,2.29,2.166947687079812,1.6126949139408042,1.9455269618362525,1.6456609706435588,1.93,1.7,,,0.05898169459441949,0,0,Deflation
2014-07-01,2.55,2.05,1.9742378703305974,1.8449632290063356,1.6692416903290486,6.2,5.0,1.97,0.44,,,,,0.0,2.49,2.64,2.06,2.25,2.0589816945944195,2.015125303606169,1.9228626526676562,1.8210555250137483,2.0,1.96,,5.3,0.004237870330597415,0,0,Goldilocks
2014-08-01,2.32,1.87,1.7150983482969062,1.73639560289498,1.5062438759980923,6.1,,1.76,0.46,,,,,-0.20000000000000018,2.55,2.44,2.05,2.11,1.9742378703305974,2.166947687079812,1.8449632290063356,1.9455269618362525,1.97,1.93,5.0,,-0.04490165170309379,0,0,Deflation
2014-09-01,2.5,1.94,1.6840509711232077,1.7409458883681284,1.4972493123280861,5.9,,1.56,0.46,,,,,-0.1999999999999993,2.32,2.49,1.87,2.06,1.7150983482969062,2.0589816945944195,1.73639560289498,1.9228626526676562,1.76,2.0,,,0.12405097112320762,0,0,Deflation
2014-10-01,2.34,1.85,1.6095417021513292,1.817632310436279,1.3329448612426242,5.7,2.0,1.53,0.52,,,,,-0.5,2.5,2.55,1.94,2.05,1.6840509711232077,1.9742378703305974,1.7409458883681284,1.8449632290063356,1.56,1.97,,5.0,0.07954170215132916,0,0,Goldilocks
2014-11-01,2.16,1.71,1.231524989320798,1.7415947552462452,1.0857594081832067,5.8,,1.39,0.54,,,,,-0.2999999999999998,2.34,2.32,1.85,1.87,1.6095417021513292,1.7150983482969062,1.817632310436279,1.73639560289498,1.53,1.76,2.0,,-0.1584750106792019,0,0,Deflation
2014-12-01,2.13,1.5,0.6531213919623191,1.6224195046636636,0.7322588005891362,5.6,,1.27,0.98,,,,,-0.3000000000000007,2.16,2.5,1.71,1.94,1.231524989320798,1.6840509711232077,1.7415947552462452,1.7409458883681284,1.39,1.56,,,-0.6168786080376809,0,0,Deflation
2015-01-01,1.66,1.21,-0.22993097820542818,1.631625565241701,0.04140186722421113,5.7,3.6,1.29,2.52,,,,,0.0,2.13,2.34,1.5,1.85,0.6531213919623191,1.6095417021513292,1.6224195046636636,1.817632310436279,1.27,1.53,,2.0,-1.5199309782054282,0,0,Goldilocks
2015-02-01,1.98,1.37,-0.08703146293520536,1.6880834938713285,0.1707014276846719,5.5,,1.49,3.14,,,,,-0.2999999999999998,1.66,2.16,1.21,1.71,-0.22993097820542818,1.231524989320798,1.631625565241701,1.7415947552462452,1.29,1.39,3.6,,-1.5770314629352054,0,0,Deflation
2015-03-01,1.91,1.38,-0.022031284423873476,1.7453777073428434,0.19934927438929329,5.4,,1.51,3.0,,,,,-0.1999999999999993,1.98,2.13,1.37,1.5,-0.08703146293520536,0.6531213919623191,1.6880834938713285,1.6224195046636636,1.49,1.27,,,-1.5320312844238735,0,0,Deflation
2015-04-01,2.04,1.47,-0.10403098939391064,1.802827832894649,0.11032406404982709,5.4,2.5,1.72,2.38,,,,,-0.2999999999999998,1.91,1.66,1.38,1.21,-0.022031284423873476,-0.22993097820542818,1.7453777073428434,1.631625565241701,1.51,1.29,,3.6,-1.8240309893939106,0,0,Goldilocks
2015-05-01,2.11,1.51,0.03503321824429584,1.7509440952473199,0.18528621573490334,5.6,,1.57,2.32,,,,,0.09999999999999964,2.04,1.98,1.47,1.37,-0.10403098939391064,-0.08703146293520536,1.802827832894649,1.6880834938713285,1.72,1.49,2.5,,-1.5349667817557042,0,0,Deflation
2015-06-01,2.34,1.71,0.1795718097550525,1.7772676244655061,0.27042867572208973,5.3,,1.61,1.82,,,,,-0.10000000000000053,2.11,1.91,1.51,1.38,0.03503321824429584,-0.022031284423873476,1.7509440952473199,1.7453777073428434,1.57,1.51,,,-1.4304281902449476,0,0,Deflation
2015-07-01,2.12,1.53,0.22568611104094582,1.8346312894897077,0.2197328295222345,5.2,1.6,1.36,1.34,,,,,-0.20000000000000018,2.34,2.04,1.71,1.47,0.1795718097550525,-0.10403098939391064,1.7772676244655061,1.802827832894649,1.61,1.72,,2.5,-1.1343138889590543,0,0,Goldilocks
2015-08-01,2.13,1.47,0.2413037985344868,1.8506323273421277,0.23927130079379744,5.1,,1.26,1.44,,,,,-0.5,2.12,2.11,1.53,1.51,0.22568611104094582,0.03503321824429584,1.8346312894897077,1.7509440952473199,1.36,1.57,1.6,,-1.0186962014655132,0,0,Deflation
2015-09-01,2.06,1.42,0.008842961634170088,1.8970961446650891,0.06569964994405098,5.0,,1.07,1.7,,,,,-0.2999999999999998,2.13,2.34,1.47,1.71,0.2413037985344868,0.1795718097550525,1.8506323273421277,1.7772676244655061,1.26,1.61,,,-1.06115703836583,0,0,Deflation
2015-10-01,2.08,1.41,0.12761656067050708,1.9135335359607986,0.09549823379610967,5.0,0.7,1.2,2.14,,,,,-0.20000000000000018,2.06,2.12,1.42,1.53,0.008842961634170088,0.22568611104094582,1.8970961446650891,1.8346312894897077,1.07,1.36,,1.6,-1.0723834393294929,0,0,Goldilocks
2015-11-01,1.99,1.27,0.4363182169185187,1.9974275238246353,0.2538775426298434,5.1,,1.3,2.58,,,,,0.0,2.08,2.13,1.41,1.47,0.12761656067050708,0.2413037985344868,1.9135335359607986,1.8506323273421277,1.2,1.26,0.7,,-0.8636817830814814,0,0,Deflation
2015-12-01,2.11,1.21,0.6387247515364791,2.0715072792840905,0.34596375617792496,5.0,,1.31,2.16,,,,,0.0,1.99,2.06,1.27,1.42,0.4363182169185187,0.008842961634170088,1.9974275238246353,1.8970961446650891,1.3,1.07,,,-0.6712752484635209,0,0,Deflation
2016-01-01,1.61,1.18,1.2375025026943876,2.145022538582464,0.8711486332691809,4.8,2.3,1.19,1.6,,,,,-0.20000000000000018,2.11,2.08,1.21,1.41,0.6387247515364791,0.12761656067050708,2.0715072792840905,1.9135335359607986,1.31,1.2,,0.7,0.047502502694387605,0,0,Goldilocks
2016-02-01,1.41,0.96,0.8472775790126619,2.222573822094165,0.640330493157748,4.9,,1.23,1.42,,,,,-0.1999999999999993,1.61,1.99,1.18,1.27,1.2375025026943876,0.4363182169185187,2.145022538582464,1.9974275238246353,1.19,1.3,2.3,,-0.3827224209873381,0,0,Deflation
2016-03-01,1.57,1.05,0.8916160965521946,2.142426948557663,0.6855104733630268,5.0,,1.49,1.34,,,,,0.0,1.41,2.11,0.96,1.21,0.8472775790126619,0.6387247515364791,2.222573822094165,2.0715072792840905,1.23,1.31,,,-0.5983839034478053,0,0,Deflation
2016-04-01,1.61,1.06,1.1726257503534843,2.156654761214183,0.9259068531526138,5.1,1.3,1.6,1.1,,,,,0.2999999999999998,1.57,1.61,1.05,1.18,0.8916160965521946,1.2375025026943876,2.142426948557663,2.145022538582464,1.49,1.19,,2.3,-0.4273742496465158,0,0,Goldilocks
2016-05-01,1.5,0.97,1.0784764621246223,2.2545595974976074,0.8486853596638255,4.8,,1.47,1.06,,,,,-0.10000000000000053,1.61,1.41,1.06,0.96,1.1726257503534843,0.8472775790126619,2.156654761214183,2.222573822094165,1.6,1.23,1.3,,-0.39152353787537764,0,0,Deflation
2016-06-01,1.23,0.91,1.0792865347959424,2.2622116465067066,0.8296074490339977,4.9,,1.38,0.6,,,,,-0.09999999999999964,1.5,1.57,0.97,1.05,1.0784764621246223,0.8916160965521946,2.2545595974976074,2.142426948557663,1.47,1.49,,,-0.3007134652040575,0,0,Deflation
2016-07-01,1.18,0.79,0.8683633430518256,2.1701399624842965,0.7550842682239489,4.8,2.9,1.31,0.4,,,,,-0.2999999999999998,1.23,1.61,0.91,1.06,1.0792865347959424,1.1726257503534843,2.2622116465067066,2.156654761214183,1.38,1.6,,1.3,-0.44163665694817444,0,0,Goldilocks
2016-08-01,1.25,0.78,1.0553158595656864,2.3087345614186683,0.8882104659263312,4.9,,1.27,0.54,,,,,0.10000000000000053,1.18,1.5,0.79,0.97,0.8683633430518256,1.0784764621246223,2.1701399624842965,2.2545595974976074,1.31,1.47,2.9,,-0.2146841404343136,0,0,Deflation
2016-09-01,1.31,0.83,1.5486446201652182,2.271120682569183,1.2197749212634612,5.0,,1.45,0.62,,,,,0.09999999999999964,1.25,1.23,0.78,0.91,1.0553158595656864,1.0792865347959424,2.3087345614186683,2.2622116465067066,1.27,1.38,,,0.09864462016521824,0,0,Deflation
2016-10-01,1.5,0.98,1.685924966243646,2.2045551507991146,1.4270032930845167,4.9,2.2,1.59,0.58,,,,,0.10000000000000053,1.31,1.18,0.83,0.79,1.5486446201652182,0.8683633430518256,2.271120682569183,2.1701399624842965,1.45,1.31,,2.9,0.09592496624364588,0,0,Goldilocks
2016-11-01,1.89,1.26,1.6843334719788938,2.1454219398053587,1.3974040886628902,4.7,,1.77,0.58,,,,,-0.20000000000000018,1.5,1.25,0.98,0.78,1.685924966243646,1.0553158595656864,2.2045551507991146,2.3087345614186683,1.59,1.27,2.2,,-0.08566652802110619,0,0,Deflation
2016-12-01,1.94,1.25,2.0507989115119862,2.197123661300271,1.6571581021178838,4.7,,1.84,0.46,,,,,-0.2999999999999998,1.89,1.31,1.26,0.83,1.6843334719788938,1.5486446201652182,2.1454219398053587,2.271120682569183,1.77,1.45,,,0.21079891151198615,0,0,Deflation
2017-01-01,1.93,1.26,2.5103933482571117,2.2502092221020176,2.0052104701731244,4.7,2.0,1.94,0.42,,,,,-0.20000000000000018,1.94,1.5,1.25,0.98,2.0507989115119862,1.685924966243646,2.197123661300271,2.2045551507991146,1.84,1.59,,2.2,0.5703933482571117,0,0,Reflation
2017-02-01,1.83,1.14,2.8103616813294208,2.2353468290497336,2.1971368464261953,4.6,,1.89,0.58,,,,,-0.10000000000000053,1.93,1.89,1.26,1.26,2.5103933482571117,1.6843334719788938,2.2502092221020176,2.1454219398053587,1.94,1.77,2.0,,0.9203616813294209,0,0,Stagflation
2017-03-01,1.64,1.13,2.44119623655914,2.045845481938735,1.9063610209576698,4.4,,1.77,0.38,,,,,-0.2999999999999998,1.83,1.94,1.14,1.25,2.8103616813294208,2.0507989115119862,2.2353468290497336,2.197123661300271,1.89,1.84,,,0.67119623655914,0,0,Deflation
2017-04-01,1.49,1.01,2.176223471915395,1.8965650108902388,1.76747318686028,4.4,2.3,1.81,0.32,,,,,-0.2999999999999998,1.64,1.93,1.13,1.26,2.44119623655914,2.5103933482571117,2.045845481938735,2.2502092221020176,1.77,1.94,,2.0,0.36622347191539495,0,0,Goldilocks
2017-05-01,1.23,0.93,1.8563431667619756,1.7370931912259246,1.557772049759043,4.4,,1.72,0.28,,,,,-0.1999999999999993,1.49,1.83,1.01,1.14,2.176223471915395,2.8103616813294208,1.8965650108902388,2.2353468290497336,1.81,1.89,2.3,,0.13634316676197566,0,0,Deflation
2017-06-01,1.28,0.93,1.640565809959127,1.6991193342490218,1.4655479277905004,4.3,,1.63,0.34,,,,,-0.10000000000000053,1.23,1.64,0.93,1.13,1.8563431667619756,2.44119623655914,1.7370931912259246,2.045845481938735,1.72,1.77,,,0.010565809959127037,0,0,Deflation
2017-07-01,1.23,0.96,1.7251073506566073,1.6769627444729984,1.4856317748266346,4.3,3.2,1.67,0.42,,,,,-0.10000000000000053,1.28,1.49,0.93,1.01,1.640565809959127,2.176223471915395,1.6991193342490218,1.8965650108902388,1.63,1.81,,2.3,0.05510735065660732,0,0,Goldilocks
2017-08-01,1.11,0.79,1.92812155729698,1.6552412618799472,1.5719087318108338,4.4,,1.58,0.34,,,,,0.0,1.23,1.23,0.96,0.93,1.7251073506566073,1.8563431667619756,1.6769627444729984,1.7370931912259246,1.67,1.72,3.2,,0.34812155729698,0,0,Deflation
2017-09-01,1.27,0.86,2.1805652303711787,1.5953898457655935,1.757444307056133,4.3,,1.68,0.26,,,,,0.0,1.11,1.28,0.79,0.93,1.92812155729698,1.640565809959127,1.6552412618799472,1.6991193342490218,1.58,1.63,,,0.5005652303711787,0,0,Deflation
2017-10-01,1.23,0.78,2.020757753132485,1.7596390813271245,1.6820407007323013,4.2,4.6,1.79,0.2,,,,,-0.09999999999999964,1.27,1.23,0.86,0.96,2.1805652303711787,1.7251073506566073,1.5953898457655935,1.6769627444729984,1.68,1.67,,3.2,0.23075775313248492,0,0,Goldilocks
2017-11-01,1.15,0.64,2.172493864295566,1.7376072726981162,1.7937129048240186,4.2,,1.73,0.18,,,,,-0.20000000000000018,1.23,1.11,0.78,0.79,2.020757753132485,1.92812155729698,1.7596390813271245,1.6552412618799472,1.79,1.58,4.6,,0.44249386429556603,0,0,Deflation
2017-12-01,1.01,0.51,2.129930719552253,1.770166453265043,1.7664099484208329,4.1,,1.86,0.28,,,,,-0.20000000000000018,1.15,1.27,0.64,0.86,2.172493864295566,2.1805652303711787,1.7376072726981162,1.5953898457655935,1.73,1.68,,,0.2699307195522531,0,0,Deflation
2018-01-01,1.26,0.58,2.151318868063945,1.8912671130328462,1.7576494957315614,4.0,3.3,1.98,0.48,,,,,-0.20000000000000018,1.01,1.23,0.51,0.78,2.129930719552253,2.020757753132485,1.770166453265043,1.7596390813271245,1.86,1.79,,4.6,0.17131886806394503,0,0,Goldilocks
2018-02-01,1.22,0.62,2.263468931091861,1.87770420481439,1.8376076958608545,4.1,,2.04,0.28,,,,,-0.10000000000000053,1.26,1.15,0.58,0.64,2.151318868063945,2.172493864295566,1.8912671130328462,1.7376072726981162,1.98,1.73,3.3,,0.22346893109186095,0,0,Deflation
2018-03-01,1.01,0.47,2.3309497646499366,2.1227843662331214,1.998292058070028,4.0,,1.92,0.26,,,,,-0.09999999999999964,1.22,1.01,0.62,0.51,2.263468931091861,2.129930719552253,1.87770420481439,1.770166453265043,2.04,1.86,,,0.4109497646499367,0,0,Deflation
2018-04-01,1.08,0.46,2.4709963021052994,2.150644636125887,2.0466282276259795,4.0,2.1,2.1,0.22,,,,,0.0,1.01,1.26,0.47,0.58,2.3309497646499366,2.151318868063945,2.1227843662331214,1.8912671130328462,1.92,1.98,,3.3,0.3709963021052993,0,0,Goldilocks
2018-05-01,0.9,0.43,2.781921607842497,2.272998448872432,2.2662065367869744,3.8,,2.03,0.36,,,,,-0.2999999999999998,1.08,1.22,0.46,0.62,2.4709963021052994,2.263468931091861,2.150644636125887,1.87770420481439,2.1,2.04,2.1,,0.7519216078424971,0,0,Stagflation
2018-06-01,0.92,0.33,2.8075506935940187,2.245517307127032,2.268307840346395,4.0,,2.06,0.26,,,,,0.0,0.9,1.01,0.43,0.47,2.781921607842497,2.3309497646499366,2.272998448872432,2.1227843662331214,2.03,1.92,,,0.7475506935940186,0,0,Stagflation
2018-07-01,0.93,0.29,2.854124785561929,2.267595293370639,2.3386070559001215,3.8,2.5,2.0,0.36,,,,,-0.20000000000000018,0.92,1.08,0.33,0.46,2.8075506935940187,2.4709963021052994,2.245517307127032,2.150644636125887,2.06,2.1,,2.1,0.854124785561929,0,0,Reflation
2018-08-01,0.75,0.24,2.6429238568742575,2.1208941334864617,2.180411288951989,3.8,,1.98,0.34,,,,,0.0,0.93,0.9,0.29,0.43,2.854124785561929,2.781921607842497,2.267595293370639,2.272998448872432,2.0,2.03,2.5,,0.6629238568742575,0,0,Stagflation
2018-09-01,0.86,0.24,2.332055105808828,2.1976804898501623,2.009960159362545,3.7,,2.03,0.58,,,,,-0.2999999999999998,0.75,0.92,0.24,0.33,2.6429238568742575,2.8075506935940187,2.1208941334864617,2.245517307127032,1.98,2.06,,,0.3020551058088281,0,0,Deflation
2018-10-01,0.81,0.28,2.492032470218053,2.126409125691242,2.053098049357893,3.8,0.6,1.9,0.56,,,,,0.0,0.86,0.93,0.24,0.29,2.332055105808828,2.854124785561929,2.1976804898501623,2.267595293370639,2.03,2.0,,2.5,0.592032470218053,0,0,Goldilocks
2018-11-01,0.64,0.21,2.147328577667773,2.2153843729315836,1.9418922274646144,3.8,,1.77,0.54,,,,,0.0,0.81,0.75,0.28,0.24,2.492032470218053,2.6429238568742575,2.126409125691242,2.1208941334864617,1.9,1.98,0.6,,0.37732857766777306,0,0,Deflation
2018-12-01,0.24,0.21,2.0023809043401064,2.2485295505299874,1.8646908878110713,3.9,,1.51,0.7,,,,,0.19999999999999973,0.64,0.86,0.21,0.24,2.147328577667773,2.332055105808828,2.2153843729315836,2.1976804898501623,1.77,2.03,,,0.4923809043401064,0,0,Deflation
2019-01-01,0.22,0.18,1.4875893578291333,2.1794329242488475,1.4318323303589953,4.0,2.5,1.7,1.98,,,,,0.20000000000000018,0.24,0.81,0.21,0.28,2.0023809043401064,2.492032470218053,2.2485295505299874,2.126409125691242,1.51,1.9,,0.6,-0.2124106421708667,0,0,Goldilocks
2019-02-01,0.28,0.21,1.5188615351321877,2.1410889637129227,1.4001735426362627,3.8,,1.84,2.3,,,,,0.0,0.22,0.64,0.18,0.21,1.4875893578291333,2.147328577667773,2.1794329242488475,2.2153843729315836,1.7,1.77,2.5,,-0.3211384648678124,0,0,Deflation
2019-03-01,0.01,0.14,1.8831863513063984,2.06656235001228,1.5218076513927814,3.8,,1.78,1.8,,,,,-0.10000000000000009,0.28,0.24,0.21,0.21,1.5188615351321877,2.0023809043401064,2.1410889637129227,2.2485295505299874,1.84,1.51,,,0.10318635130639842,0,0,Deflation
2019-04-01,0.08,0.24,2.000583470209061,2.0913377235709074,1.5663384627478738,3.7,3.4,1.85,1.8,,,,,-0.2999999999999998,0.01,0.22,0.14,0.18,1.8831863513063984,1.4875893578291333,2.06656235001228,2.1794329242488475,1.78,1.7,,2.5,0.1505834702090607,0,0,Goldilocks
2019-05-01,-0.21,0.19,1.7959105553606136,1.97242800754438,1.4655536045359518,3.6,,1.58,1.48,,,,,-0.19999999999999973,0.08,0.28,0.24,0.21,2.000583470209061,1.5188615351321877,2.0913377235709074,2.1410889637129227,1.85,1.84,3.4,,0.21591055536061354,1,1,Deflation
2019-06-01,-0.12,0.25,1.671194894390049,2.0746001344216447,1.4260651383430245,3.6,,1.53,1.26,,,,,-0.19999999999999973,-0.21,0.01,0.19,0.14,1.7959105553606136,1.8831863513063984,1.97242800754438,2.06656235001228,1.58,1.78,,,0.14119489439004895,1,2,Deflation
2019-07-01,-0.06,0.13,1.826331335037068,2.1657049503490455,1.4539295260287632,3.7,4.8,1.56,1.16,,,,,0.0,-0.12,0.08,0.25,0.24,1.671194894390049,2.000583470209061,2.0746001344216447,2.0913377235709074,1.53,1.85,,3.4,0.26633133503706796,1,3,Goldilocks
2019-08-01,-0.49,0.0,1.7376412106666406,2.321135673598529,1.4304164057608038,3.6,,1.35,0.92,,,,,0.0,-0.06,-0.21,0.13,0.19,1.826331335037068,1.7959105553606136,2.1657049503490455,1.97242800754438,1.56,1.58,4.8,,0.3876412106666405,1,4,Deflation
2019-09-01,-0.2,0.05,1.6844977040391562,2.3300099083477743,1.2839539924622612,3.5,,1.35,2.08,,,,,-0.10000000000000009,-0.49,-0.12,0.0,0.25,1.7376412106666406,1.671194894390049,2.321135673598529,2.0746001344216447,1.35,1.53,,,0.33449770403915613,1,5,Deflation
2019-10-01,0.15,0.17,1.7339736996186295,2.3378148209658223,1.2885618207514993,3.6,2.8,1.44,2.36,,,,,-0.10000000000000009,-0.2,-0.06,0.05,0.13,1.6844977040391562,1.826331335037068,2.3300099083477743,2.1657049503490455,1.35,1.56,,4.8,0.2939736996186295,0,0,Goldilocks
2019-11-01,0.19,0.17,2.092290394862917,2.3546960942649298,1.3582773068303577,3.6,,1.5,0.98,,,,,0.0,0.15,-0.49,0.17,0.0,1.7339736996186295,1.7376412106666406,2.3378148209658223,2.321135673598529,1.44,1.35,2.8,,0.5922903948629168,0,0,Deflation
2019-12-01,0.37,0.34,2.3195274699624457,2.2905988164406255,1.5637627676458932,3.6,,1.68,1.14,,,,,0.10000000000000009,0.19,-0.2,0.17,0.05,2.092290394862917,1.6844977040391562,2.3546960942649298,2.3300099083477743,1.5,1.35,,,0.6395274699624458,0,0,Deflation
2020-01-01,-0.04,0.18,2.599767976845202,2.2817391837892886,1.7944821136310463,3.6,-5.2,1.6,0.82,,,,,0.0,0.37,0.15,0.34,0.17,2.3195274699624457,1.7339736996186295,2.2905988164406255,2.3378148209658223,1.68,1.44,,2.8,0.9997679768452019,1,1,Stagflation
2020-02-01,-0.14,0.27,2.3413166797595197,2.3676613601035346,1.689097203314005,3.5,,1.33,0.3,,,,,-0.10000000000000009,-0.04,0.19,0.18,0.17,2.599767976845202,2.092290394862917,2.2817391837892886,2.3546960942649298,1.6,1.5,-5.2,,1.0113166797595197,1,2,Deflation
2020-03-01,0.59,0.47,1.4940399642909163,2.097741687598198,1.1662090444265472,4.4,,0.49,100.0,,,,,0.8000000000000003,-0.14,0.37,0.27,0.34,2.3413166797595197,2.3195274699624457,2.3676613601035346,2.2905988164406255,1.33,1.68,,,1.0040399642909164,0,0,Deflation
2020-04-01,0.55,0.44,0.3130472940411133,1.4309324152566472,0.4624613003096023,14.8,-28.0,0.72,100.0,,,,,11.200000000000001,0.59,-0.04,0.47,0.18,1.4940399642909163,2.599767976845202,2.097741687598198,2.2817391837892886,0.49,1.6,,-5.2,-0.40695270595888666,0,0,Deflation
2020-05-01,0.51,0.49,0.1982013035848551,1.2184564692601985,0.49016290423937736,13.2,,0.83,0.14,,,,,9.7,0.55,-0.14,0.44,0.27,0.3130472940411133,2.3413166797595197,1.4309324152566472,2.3676613601035346,0.72,1.33,-28.0,,-0.6317986964151449,0,0,Deflation
2020-06-01,0.5,0.5,0.7166562831830481,1.1836841884912408,0.7595377063120967,11.0,,1.16,0.12,,,,,6.6,0.51,0.59,0.49,0.47,0.1982013035848551,1.4940399642909163,1.2184564692601985,2.097741687598198,0.83,0.49,,,-0.44334371681695184,0,0,Deflation
2020-07-01,0.46,0.44,0.9968647625897997,1.560695837131587,0.9225840072571545,10.2,34.9,1.4,0.1,,,,,-4.600000000000001,0.5,0.55,0.5,0.44,0.7166562831830481,0.3130472940411133,1.1836841884912408,1.4309324152566472,1.16,0.72,,-28.0,-0.4031352374102002,0,0,Goldilocks
2020-08-01,0.61,0.58,1.2810698495523853,1.7223933878284248,1.157519050834388,8.4,,1.69,0.08,,,,,-4.799999999999999,0.46,0.51,0.44,0.49,0.9968647625897997,0.1982013035848551,1.560695837131587,1.2184564692601985,1.4,0.83,34.9,,-0.4089301504476146,0,0,Deflation
2020-09-01,0.59,0.56,1.3910228912373812,1.7190644053436621,1.27635371578958,7.8,,1.5,0.16,,,,,-3.2,0.61,0.5,0.58,0.5,1.2810698495523853,0.7166562831830481,1.7223933878284248,1.1836841884912408,1.69,1.16,,,-0.10897710876261879,0,0,Deflation
2020-10-01,0.79,0.74,1.2303863428671624,1.6364116692455521,1.1874861668446979,6.9,4.6,1.59,0.16,,,,,-3.299999999999999,0.59,0.46,0.56,0.44,1.3910228912373812,0.9968647625897997,1.7190644053436621,1.560695837131587,1.5,1.4,,34.9,-0.35961365713283766,0,0,Goldilocks
2020-11-01,0.76,0.68,1.1757452138405844,1.6693780408814973,1.186264708144269,6.7,,1.68,0.36,,,,,-1.7000000000000002,0.79,0.61,0.74,0.58,1.2303863428671624,1.2810698495523853,1.6364116692455521,1.7223933878284248,1.59,1.69,4.6,,-0.5042547861594155,0,0,Deflation
2020-12-01,0.84,0.8,1.3204191315779434,1.624313961356294,1.334522131784066,6.7,,1.95,0.14,,,,,-1.0999999999999996,0.76,0.59,0.68,0.56,1.1757452138405844,1.3910228912373812,1.6693780408814973,1.7190644053436621,1.68,1.5,,,-0.6295808684220565,0,0,Deflation
2021-01-01,1.05,1.0,1.3738437137002402,1.3763703714812836,1.5857976839888988,6.4,5.7,2.21,0.16,,,,,-0.5,0.84,0.79,0.8,0.74,1.3204191315779434,1.2303863428671624,1.624313961356294,1.6364116692455521,1.95,1.59,,4.6,-0.8361562862997598,0,0,Goldilocks
2021-02-01,1.4,1.3,1.6698167791706853,1.280248344990098,1.8427318715156016,6.2,,2.39,0.14,,,,,-0.5,1.05,0.76,1.0,0.68,1.3738437137002402,1.1757452138405844,1.3763703714812836,1.6693780408814973,2.21,1.68,5.7,,-0.7201832208293149,0,0,Deflation
2021-03-01,1.71,1.58,2.6678187820641908,1.6494791315614155,2.669006722866385,6.1,,2.54,0.12,,,,,-0.6000000000000005,1.4,0.84,1.3,0.8,1.6698167791706853,1.3204191315779434,1.280248344990098,1.624313961356294,2.39,1.95,,,0.12781878206419073,0,0,Stagflation
2021-04-01,1.64,1.49,4.133077115360573,2.9780316542864504,3.6402858298503427,6.1,7.0,2.57,0.42,0.003000000026077,0.8569999933242798,1.63100004196167,2.3010001182556152,-0.3000000000000007,1.71,1.05,1.58,1.0,2.6678187820641908,1.3738437137002402,1.6494791315614155,1.3763703714812836,2.54,2.21,,5.7,1.563077115360573,0,0,Reflation
2021-05-01,1.57,1.44,4.918257089467626,3.7876961101984907,4.07246348925363,5.8,,2.57,0.4,0.0080000003799796,0.7879999876022339,1.5809999704360962,2.263000011444092,-0.40000000000000036,1.64,1.4,1.49,1.3,4.133077115360573,1.6698167791706853,2.9780316542864504,1.280248344990098,2.57,2.39,7.0,,2.348257089467626,0,0,Stagflation
2021-06-01,1.4,1.2,5.295632620349999,4.439362194328367,4.306128320705871,5.9,,2.47,0.28,0.0399999991059303,0.8730000257492065,1.4429999589920044,2.065000057220459,-0.1999999999999993,1.57,1.71,1.44,1.58,4.918257089467626,2.6678187820641908,3.7876961101984907,1.6494791315614155,2.57,2.54,,,2.825632620349999,0,0,Stagflation
