,spread_3m10y,spread_2y10y,cpi_yoy,core_cpi_yoy,pce,unemployment,gdp_yoy,breakeven_5y,recession_prob,y_3m,y_5y,y_10y,y_30y,unemp_delta,spread_3m10y_lag1,spread_3m10y_lag3,spread_2y10y_lag1,spread_2y10y_lag3,cpi_yoy_lag1,cpi_yoy_lag3,core_cpi_yoy_lag1,core_cpi_yoy_lag3,breakeven_5y_lag1,breakeven_5y_lag3,gdp_yoy_lag1,gdp_yoy_lag3,breakeven_gap,inversion_flag,inversion_duration,regime
2006-05-01,0.26,0.08,3.9772727272727293,2.44389027431422,3.321534862643749,4.6,,2.68,0.38,,,,,-0.20000000000000018,0.3,-0.07,0.2,-0.14,3.613835828600931,3.63825363825363,2.29770229770232,2.106318956870612,2.67,2.68,1.0,,1.2972727272727291,0,0,Stagflation
2006-06-01,0.14,-0.01,4.1817243159525175,2.6420737786640114,3.511627906976744,4.6,,2.63,0.32,,,,,-0.10000000000000053,0.26,0.23,0.08,0.04,3.9772727272727293,3.4179181771103018,2.44389027431422,2.0989505247376306,2.68,2.58,,,1.5517243159525176,0,0,Stagflation
2006-07-01,-0.11,0.02,4.104669061056954,2.6879044300647026,3.4273456353752785,4.7,0.6,2.54,0.38,,,,,0.0,0.14,0.3,-0.01,0.2,4.1817243159525175,3.613835828600931,2.6420737786640114,2.29770229770232,2.63,2.67,,1.0,1.5646690610569536,1,1,Reflation
2006-08-01,-0.31,-0.05,3.926568077511483,2.8344107409249197,3.335882588586636,4.7,,2.44,0.32,,,,,0.10000000000000053,-0.11,0.26,0.02,0.08,4.104669061056954,3.9772727272727293,2.6879044300647026,2.44389027431422,2.54,2.68,0.6,,1.4865680775114831,1,2,Stagflation
2006-09-01,-0.25,-0.07,2.012072434607637,2.930948832588176,2.0800269321406217,4.5,,2.25,0.36,,,,,-0.09999999999999964,-0.31,0.14,-0.05,-0.01,3.926568077511483,4.1817243159525175,2.8344107409249197,2.6420737786640114,2.44,2.63,,,-0.23792756539236315,1,3,Deflation
2006-10-01,-0.47,-0.1,1.4063284781516971,2.7722772277227747,1.67697016985775,4.4,3.5,2.1,0.46,,,,,-0.2999999999999998,-0.25,-0.11,-0.07,0.02,2.012072434607637,4.104669061056954,2.930948832588176,2.6879044300647026,2.25,2.54,,0.6,-0.6936715218483029,1,4,Goldilocks
2006-11-01,-0.57,-0.16,1.9687026754164672,2.6172839506172885,1.9246731063020883,4.5,,2.24,0.34,,,,,-0.20000000000000018,-0.47,-0.31,-0.1,-0.05,1.4063284781516971,3.926568077511483,2.7722772277227747,2.8344107409249197,2.1,2.44,3.5,,-0.27129732458353306,1,5,Deflation
2006-12-01,-0.31,-0.11,2.5239777889954462,2.6134122287968298,2.2867522344251823,4.4,,2.26,0.3,,,,,-0.09999999999999964,-0.57,-0.25,-0.16,-0.07,1.9687026754164672,2.012072434607637,2.6172839506172885,2.930948832588176,2.24,2.25,,,0.26397778899544644,1,6,Stagflation
2007-01-01,-0.29,-0.11,2.075765178123423,2.657480314960625,2.133263102449301,4.6,1.2,2.42,0.44,,,,,0.1999999999999993,-0.31,-0.47,-0.11,-0.1,2.5239777889954462,1.4063284781516971,2.6134122287968298,2.7722772277227747,2.26,2.1,,3.5,-0.3442348218765767,1,7,Goldilocks
2007-02-01,-0.6,-0.09,2.420260782347028,2.71856581532417,2.389213246554367,4.5,,2.4,0.28,,,,,0.0,-0.29,-0.57,-0.11,-0.16,2.075765178123423,1.9687026754164672,2.657480314960625,2.6172839506172885,2.42,2.24,1.2,,0.020260782347027995,1,8,Deflation
2007-03-01,-0.39,0.07,2.798197295943927,2.5051395007342103,2.564898622023759,4.4,,2.51,0.32,,,,,0.0,-0.6,-0.31,-0.09,-0.11,2.420260782347028,2.5239777889954462,2.71856581532417,2.6134122287968298,2.4,2.26,,,0.2881972959439274,1,9,Stagflation
2007-04-01,-0.28,0.03,2.5929247633283525,2.4155273437499902,2.3307779164438047,4.5,2.5,2.45,0.38,,,,,-0.09999999999999964,-0.39,-0.29,0.07,-0.11,2.798197295943927,2.075765178123423,2.5051395007342103,2.657480314960625,2.51,2.42,,1.2,0.14292476332835236,1,10,Reflation
2007-05-01,0.17,-0.02,2.709885742672613,2.267770204479058,2.352983013477794,4.4,,2.33,0.66,,,,,-0.09999999999999964,-0.28,-0.6,0.03,-0.09,2.5929247633283525,2.420260782347028,2.4155273437499902,2.71856581532417,2.45,2.4,2.5,,0.379885742672613,0,0,Stagflation
2007-06-01,0.21,0.16,2.692765113974227,2.181641573579407,2.3176341212501006,4.6,,2.33,0.96,,,,,0.1999999999999993,0.17,-0.39,-0.02,0.07,2.709885742672613,2.798197295943927,2.267770204479058,2.5051395007342103,2.33,2.51,,,0.36276511397422695,0,0,Stagflation
2007-07-01,-0.18,0.22,2.3178905864958077,2.1682016480853106,2.1247260128685497,4.7,2.3,2.17,1.14,,,,,0.20000000000000018,0.21,-0.28,0.16,0.03,2.692765113974227,2.5929247633283525,2.181641573579407,2.4155273437499902,2.33,2.45,,2.5,0.14789058649580777,1,1,Goldilocks
2007-08-01,0.53,0.39,1.897448478900876,2.0884912959380886,1.873715124816444,4.6,,1.97,1.18,,,,,0.1999999999999993,-0.18,0.17,0.22,-0.02,2.3178905864958077,2.709885742672613,2.1682016480853106,2.267770204479058,2.17,2.33,2.3,,-0.07255152109912388,0,0,Deflation
2007-09-01,0.77,0.62,2.8338264299802685,2.101351351351366,2.534687050952855,4.7,,2.11,1.32,,,,,0.10000000000000053,0.53,0.21,0.39,0.16,1.897448478900876,2.692765113974227,2.0884912959380886,2.181641573579407,1.97,2.33,,,0.7238264299802686,0,0,Stagflation
2007-10-01,0.54,0.54,3.610698365527476,2.1565510597302495,3.08847488843238,4.7,2.5,2.26,2.26,,,,,0.0,0.77,-0.18,0.62,0.22,2.8338264299802685,2.3178905864958077,2.101351351351366,2.1682016480853106,2.11,2.17,,2.3,1.3506983655274762,0,0,Reflation
2007-11-01,0.82,0.93,4.373267326732666,2.3387872954764077,3.5996270550330056,4.7,,2.24,3.38,,,,,0.10000000000000053,0.54,0.53,0.54,0.39,3.610698365527476,1.897448478900876,2.1565510597302495,2.0884912959380886,2.26,1.97,2.5,,2.133267326732666,0,0,Stagflation
2007-12-01,0.68,0.99,4.108813392417532,2.4353676117251366,3.471634208298058,5.0,,2.27,9.1,,,,,0.2999999999999998,0.82,0.77,0.93,0.62,4.373267326732666,2.8338264299802685,2.3387872954764077,2.101351351351366,2.24,2.11,,,1.8388133924175318,0,0,Stagflation
2008-01-01,1.71,1.5,4.294695655165981,2.4789069990412305,3.3874068170097082,5.0,-1.7,2.15,22.72,,,,,0.2999999999999998,0.68,0.54,0.99,0.54,4.108813392417532,3.610698365527476,2.4353676117251366,2.1565510597302495,2.27,2.26,,2.5,2.144695655165981,0,0,Stagflation
2008-02-01,1.68,1.88,4.142959270611968,2.29708083295479,3.2729227281756534,4.9,,2.3,46.84,,,,,0.20000000000000018,1.71,0.82,1.5,0.93,4.294695655165981,4.373267326732666,2.4789069990412305,2.3387872954764077,2.15,2.24,-1.7,,1.842959270611968,0,0,Stagflation
2008-03-01,2.07,1.83,3.9749035501344343,2.388524386633417,3.1911425710759778,5.1,,2.19,63.28,,,,,0.09999999999999964,1.68,0.68,1.88,0.99,4.142959270611968,4.108813392417532,2.29708083295479,2.4353676117251366,2.3,2.27,,,1.7849035501344344,0,0,Stagflation
2008-04-01,2.34,1.48,3.9037609759888126,2.294669292051843,3.13951867682587,5.0,2.4,2.26,75.32,,,,,0.0,2.07,1.71,1.83,1.5,3.9749035501344343,4.294695655165981,2.388524386633417,2.4789069990412305,2.19,2.15,,-1.7,1.6437609759888128,0,0,Reflation
2008-05-01,2.17,1.4,4.088413823123993,2.3222157689781087,3.282143932550441,5.4,,2.4,82.64,,,,,0.5,2.34,1.68,1.48,1.88,3.9037609759888126,4.142959270611968,2.294669292051843,2.29708083295479,2.26,2.3,2.4,,1.6884138231239931,0,0,Stagflation
2008-06-01,2.09,1.36,4.935966105947864,2.3917259211376996,3.8114389395462744,5.6,,2.63,87.62,,,,,0.5,2.17,2.07,1.4,1.83,4.088413823123993,3.9749035501344343,2.3222157689781087,2.388524386633417,2.4,2.19,,,2.3059661059478644,0,0,Stagflation
2008-07-01,2.31,1.47,5.497512078341837,2.463313612274831,4.135655023597695,5.8,-2.1,2.16,95.26,,,,,0.7999999999999998,2.09,2.34,1.36,1.48,4.935966105947864,3.9037609759888126,2.3917259211376996,2.294669292051843,2.63,2.26,,2.4,3.3375120783418373,0,0,Stagflation
2008-08-01,2.11,1.47,5.308017162091239,2.4981171756213394,3.9806273062730657,6.1,,1.89,98.72,,,,,0.6999999999999993,2.31,2.17,1.47,1.4,5.497512078341837,4.088413823123993,2.463313612274831,2.3222157689781087,2.16,2.4,-2.1,,3.418017162091239,0,0,Stagflation
2008-09-01,2.93,1.85,4.953319875136075,2.4386208722122937,3.6678383532060543,6.1,,0.97,99.12,,,,,0.5,2.11,2.09,1.47,1.36,5.308017162091239,4.935966105947864,2.4981171756213394,2.3917259211376996,1.89,2.63,,,3.9833198751360754,0,0,Stagflation
2008-10-01,3.55,2.45,3.7310578899565128,2.2213629955157854,2.6718431480336147,6.5,-8.5,-0.96,90.42,,,,,0.7000000000000002,2.93,2.31,1.85,1.47,4.953319875136075,5.497512078341837,2.4386208722122937,2.463313612274831,0.97,2.16,,-2.1,4.691057889956513,0,0,Stagflation
2008-11-01,2.92,1.93,1.0999174706166848,2.015893915169764,0.9250293343662008,6.8,,-2.24,99.04,,,,,0.7000000000000002,3.55,2.11,2.45,1.47,3.7310578899565128,5.308017162091239,2.2213629955157854,2.4981171756213394,-0.96,1.89,-8.5,,3.339917470616685,0,0,Deflation
2008-12-01,2.14,1.49,-0.02222800255385904,1.7624596562335837,0.12956901254774777,7.3,,-0.26,99.18,,,,,1.2000000000000002,2.92,2.93,1.93,1.85,1.0999174706166848,4.953319875136075,2.015893915169764,2.4386208722122937,-2.24,0.97,,,0.23777199744614097,0,0,Deflation
2009-01-01,2.63,1.93,-0.11358601902212717,1.6723503187990874,-0.11110355304627673,7.8,-4.5,0.38,99.18,,,,,1.2999999999999998,2.14,3.55,1.49,2.45,-0.02222800255385904,3.7310578899565128,1.7624596562335837,2.2213629955157854,-0.26,-0.96,,-8.5,-0.4935860190221272,0,0,Deflation
2009-02-01,2.76,2.02,0.008463140671510772,1.800980653363804,-0.13124844425335125,8.3,,0.58,98.96,,,,,1.5000000000000009,2.63,2.92,1.93,1.93,-0.11358601902212717,1.0999174706166848,1.6723503187990874,2.015893915169764,0.38,-2.24,-4.5,,-0.5715368593284892,0,0,Deflation
2009-03-01,2.5,1.9,-0.4464787676623838,1.7876130957932945,-0.5257516782309568,8.7,,0.73,98.82,,,,,1.3999999999999995,2.76,2.14,2.02,1.49,0.008463140671510772,-0.02222800255385904,1.800980653363804,1.7624596562335837,0.58,-0.26,,,-1.1764787676623838,0,0,Deflation
2009-04-01,3.02,2.25,-0.5763244243767063,1.93232662192393,-0.5675739591662121,9.0,-0.7,0.82,96.36,,,,,1.2000000000000002,2.5,2.63,1.9,1.93,-0.4464787676623838,-0.11358601902212717,1.7876130957932945,1.6723503187990874,0.73,0.38,,-4.5,-1.3963244243767061,0,0,Deflation
2009-05-01,3.33,2.55,-1.015761495855172,1.8461309413034588,-0.8892128279883504,9.4,,1.36,87.92,,,,,1.0999999999999996,3.02,2.76,2.25,2.02,-0.5763244243767063,0.008463140671510772,1.93232662192393,1.800980653363804,0.82,0.58,-0.7,,-2.375761495855172,0,0,Deflation
2009-06-01,3.34,2.42,-1.2291746182109153,1.7119726678550107,-1.018624689681269,9.5,,1.34,62.62,,,,,0.8000000000000007,3.33,2.5,2.55,1.9,-1.015761495855172,-0.4464787676623838,1.8461309413034588,1.7876130957932945,1.36,0.73,,,-2.5691746182109156,0,0,Deflation
2009-07-01,3.34,2.39,-1.9587610037622771,1.5270992984974363,-1.4660091971854472,9.5,1.4,1.32,3.5,,,,,0.5,3.34,3.02,2.42,2.25,-1.2291746182109153,-0.5763244243767063,1.7119726678550107,1.93232662192393,1.34,0.82,,-0.7,-3.278761003762277,0,0,Goldilocks
2009-08-01,3.25,2.43,-1.4838355663267633,1.4339650543224725,-1.1001197711041022,9.6,,1.12,1.18,,,,,0.1999999999999993,3.34,3.33,2.39,2.55,-1.9587610037622771,-1.015761495855172,1.5270992984974363,1.8461309413034588,1.32,1.36,1.4,,-2.6038355663267634,0,0,Deflation
2009-09-01,3.17,2.36,-1.377942862886472,1.4798373886199645,-1.0227486786264395,9.8,,1.37,0.76,,,,,0.3000000000000007,3.25,3.34,2.43,2.42,-1.4838355663267633,-1.2291746182109153,1.4339650543224725,1.7119726678550107,1.12,1.34,,,-2.747942862886472,0,0,Deflation
2009-10-01,3.36,2.51,-0.22396829420033848,1.7127331771131127,0.013385238313023962,10.0,4.4,1.61,0.52,,,,,0.5,3.17,3.34,2.36,2.39,-1.377942862886472,-1.9587610037622771,1.4798373886199645,1.5270992984974363,1.37,1.32,,1.4,-1.8339682942003386,0,0,Goldilocks
2009-11-01,3.15,2.54,1.9145871744709275,1.714243571010421,1.4606120122357291,9.9,,1.75,0.36,,,,,0.3000000000000007,3.36,3.25,2.51,2.43,-0.22396829420033848,-1.4838355663267633,1.7127331771131127,1.4339650543224725,1.61,1.12,4.4,,0.16458717447092752,0,0,Deflation
2009-12-01,3.79,2.71,2.8141231232083674,1.8236717759594345,2.089718268292118,9.9,,2.13,0.3,,,,,0.09999999999999964,3.15,3.17,2.54,2.36,1.9145871744709275,-1.377942862886472,1.714243571010421,1.4798373886199645,1.75,1.37,,,0.6841231232083675,0,0,Stagflation
2010-01-01,3.55,2.81,2.6211113889767157,1.5123351706495702,2.301720615608116,9.8,1.9,1.91,0.26,,,,,-0.1999999999999993,3.79,3.36,2.71,2.51,2.8141231232083674,-0.22396829420033848,1.8236717759594345,1.7127331771131127,2.13,1.61,,4.4,0.7111113889767158,0,0,Reflation
2010-02-01,3.48,2.8,2.151336357866529,1.3494526888039982,2.1163301837627158,9.8,,1.83,0.22,,,,,-0.09999999999999964,3.55,3.15,2.81,2.54,2.6211113889767157,1.9145871744709275,1.5123351706495702,1.714243571010421,1.91,1.75,1.9,,0.3213363578665289,0,0,Deflation
2010-03-01,3.68,2.82,2.2861714393279886,1.1592051426555505,2.3727160339801934,9.9,,1.83,0.18,,,,,0.0,3.48,3.79,2.8,2.71,2.151336357866529,2.8141231232083674,1.3494526888039982,1.8236717759594345,1.83,2.13,,,0.45617143932798854,0,0,Deflation
2010-04-01,3.53,2.72,2.2067707525304403,0.9675088932173947,2.282122430488709,9.9,3.9,2.01,0.24,,,,,0.09999999999999964,3.68,3.55,2.82,2.81,2.2861714393279886,2.6211113889767157,1.1592051426555505,1.5123351706495702,1.83,1.91,,1.9,0.19677075253044052,0,0,Goldilocks
2010-05-01,3.15,2.55,2.003548929218568,0.9401381427474931,2.20846957131704,9.6,,1.69,0.18,,,,,-0.20000000000000107,3.53,3.48,2.72,2.8,2.2067707525304403,2.151336357866529,0.9675088932173947,1.3494526888039982,2.01,1.83,3.9,,0.31354892921856825,0,0,Deflation
2010-06-01,2.79,2.36,1.1215605940686268,0.9501989849939774,1.5622188231059875,9.4,,1.54,0.46,,,,,-0.5,3.15,3.68,2.55,2.82,2.003548929218568,2.2861714393279886,0.9401381427474931,1.1592051426555505,1.69,1.83,,,-0.4184394059313732,0,0,Deflation
2010-07-01,2.79,2.39,1.3407784804821077,0.9577539302116689,1.6373900721981194,9.4,3.1,1.43,0.38,,,,,-0.5,2.79,3.53,2.36,2.72,1.1215605940686268,2.2067707525304403,0.9501989849939774,0.9675088932173947,1.54,2.01,,3.9,-0.08922151951789226,0,0,Goldilocks
2010-08-01,2.33,2.0,1.1501775395112546,0.9171009950067255,1.4823951558645243,9.5,,1.19,0.28,,,,,-0.09999999999999964,2.79,3.15,2.39,2.55,1.3407784804821077,2.003548929218568,0.9577539302116689,0.9401381427474931,1.43,1.69,3.1,,-0.03982246048874538,0,0,Deflation
2010-09-01,2.37,2.11,1.1183122472331775,0.8143870498363182,1.419551296404098,9.5,,1.3,0.38,,,,,0.09999999999999964,2.33,2.79,2.0,2.36,1.1501775395112546,1.1215605940686268,0.9171009950067255,0.9501989849939774,1.19,1.54,,,-0.18168775276682259,0,0,Deflation
2010-10-01,2.51,2.29,1.1666951489314625,0.6027183550187942,1.3584198610352205,9.4,2.1,1.48,0.36,,,,,0.0,2.37,2.79,2.11,2.39,1.1183122472331775,1.3407784804821077,0.8143870498363182,0.9577539302116689,1.3,1.43,,3.1,-0.31330485106853745,0,0,Goldilocks
2010-11-01,2.64,2.36,1.084544776600338,0.672056411046551,1.3071968137772894,9.8,,1.54,0.28,,,,,0.3000000000000007,2.51,2.33,2.29,2.0,1.1666951489314625,1.1501775395112546,0.6027183550187942,0.9171009950067255,1.48,1.19,2.1,,-0.45545522339966205,0,0,Deflation
2010-12-01,3.18,2.69,1.437793022217937,0.6618948664665503,1.477668197333748,9.3,,1.83,0.3,,,,,-0.1999999999999993,2.64,2.37,2.36,2.11,1.084544776600338,1.1183122472331775,0.672056411046551,0.8143870498363182,1.54,1.3,,,-0.39220697778206315,0,0,Deflation
2011-01-01,3.27,2.84,1.7007834915029774,0.9835337415527112,1.5598650927487467,9.1,-0.9,1.96,0.34,,,,,-0.3000000000000007,3.18,2.51,2.69,2.29,1.437793022217937,1.1666951489314625,0.6618948664665503,0.6027183550187942,1.83,1.48,,2.1,-0.2592165084970226,0,0,Deflation
2011-02-01,3.27,2.73,2.124898173333145,1.124445592146106,1.8450307320212023,9.0,,2.15,0.52,,,,,-0.8000000000000007,3.27,2.64,2.84,2.36,1.7007834915029774,1.084544776600338,0.9835337415527112,0.672056411046551,1.96,1.54,-0.9,,-0.025101826666854787,0,0,Deflation
2011-03-01,3.38,2.67,2.619241510354109,1.2097851736773357,2.1105460830258993,9.0,,2.21,0.32,,,,,-0.3000000000000007,3.27,3.18,2.73,2.69,2.124898173333145,1.437793022217937,1.124445592146106,0.6618948664665503,2.15,1.83,,,0.40924151035410894,0,0,Stagflation
2011-04-01,3.28,2.71,3.0772344447868694,1.3155392125784537,2.488096556306063,9.1,2.7,2.45,0.56,,,,,0.0,3.38,3.27,2.67,2.84,2.619241510354109,1.7007834915029774,1.2097851736773357,0.9835337415527112,2.21,1.96,,-0.9,0.6272344447868692,0,0,Reflation
2011-05-01,2.99,2.6,3.4589718808964998,1.4540961794335727,2.7662471357885243,9.0,,2.0,0.36,,,,,0.0,3.28,3.27,2.71,2.73,3.0772344447868694,2.124898173333145,1.3155392125784537,1.124445592146106,2.45,2.15,2.7,,1.4589718808964998,0,0,Stagflation
2011-06-01,3.15,2.73,3.5023181506360412,1.5836776766096738,2.7884519551278464,9.1,,2.03,0.26,,,,,0.09999999999999964,2.99,3.38,2.6,2.67,3.4589718808964998,2.619241510354109,1.4540961794335727,1.2097851736773357,2.0,2.21,,,1.4723181506360414,0,0,Stagflation
2011-07-01,2.72,2.46,3.5798809769996165,1.741483445742964,2.875699838456258,9.0,-0.1,2.07,0.24,,,,,-0.09999999999999964,3.15,3.28,2.73,2.71,3.5023181506360412,3.0772344447868694,1.5836776766096738,1.3155392125784537,2.03,2.45,,2.7,1.5098809769996167,0,0,Stagflation
2011-08-01,2.21,2.03,3.75499603070808,1.9651571719433658,2.9767297960266115,9.0,,1.72,0.26,,,,,0.0,2.72,2.99,2.46,2.6,3.5798809769996165,3.4589718808964998,1.741483445742964,1.4540961794335727,2.07,2.0,-0.1,,2.03499603070808,0,0,Stagflation
2011-09-01,1.9,1.67,3.812621692818685,1.9877227562006272,3.0190303779583205,9.0,,1.5,0.3,,,,,-0.09999999999999964,2.21,3.15,2.03,2.73,3.75499603070808,3.5023181506360412,1.9651571719433658,1.5836776766096738,1.72,2.03,,,2.312621692818685,0,0,Stagflation
2011-10-01,2.16,1.92,3.5222681306640524,2.1079204796465634,2.693632332390705,8.8,4.6,1.88,0.28,,,,,-0.1999999999999993,1.9,2.72,1.67,2.46,3.812621692818685,3.5798809769996165,1.9877227562006272,1.741483445742964,1.5,2.07,,-0.1,1.6422681306640525,0,0,Reflation
2011-11-01,2.07,1.83,3.451432214581729,2.138204538395394,2.6992598449408156,8.6,,1.76,0.36,,,,,-0.40000000000000036,2.16,2.21,1.92,2.03,3.5222681306640524,3.75499603070808,2.1079204796465634,1.9651571719433658,1.88,1.72,4.6,,1.6914322145817289,0,0,Stagflation
2011-12-01,1.87,1.64,3.062066838419386,2.276662633858506,2.5266248849541872,8.5,,1.59,0.26,,,,,-0.5,2.07,1.9,1.83,1.67,3.451432214581729,3.812621692818685,2.138204538395394,1.9877227562006272,1.76,1.5,,,1.472066838419386,0,0,Stagflation
2012-01-01,1.77,1.61,3.0087663379855023,2.2773481506083826,2.569312446745764,8.3,3.4,1.88,0.22,,,,,-0.5,1.87,2.16,1.64,1.92,3.062066838419386,3.5222681306640524,2.276662633858506,2.1079204796465634,1.59,1.88,,4.6,1.1287663379855024,0,0,Reflation
2012-02-01,1.9,1.68,2.8981784423473878,2.1598204405657295,2.5131540246413397,8.3,,1.99,0.34,,,,,-0.29999999999999893,1.77,2.07,1.61,1.83,3.0087663379855023,3.451432214581729,2.2773481506083826,2.138204538395394,1.88,1.76,3.4,,0.9081784423473878,0,0,Stagflation
2012-03-01,2.16,1.9,2.5828752813320977,2.2483374654291177,2.2980274721697835,8.2,,2.02,0.54,,,,,-0.3000000000000007,1.9,1.87,1.68,1.64,2.8981784423473878,3.062066838419386,2.1598204405657295,2.276662633858506,1.99,1.59,,,0.5628752813320976,0,0,Stagflation
2012-04-01,1.85,1.68,2.2731633741348567,2.314427851801515,1.9998487418563693,8.2,1.8,2.06,0.42,,,,,-0.10000000000000142,2.16,1.77,1.9,1.61,2.5828752813320977,3.0087663379855023,2.2483374654291177,2.2773481506083826,2.02,1.88,,3.4,0.21316337413485664,0,0,Goldilocks
2012-05-01,1.52,1.32,1.7379429374660749,2.252258280361308,1.5769404769598871,8.2,,1.72,0.54,,,,,-0.10000000000000142,1.85,1.9,1.68,1.68,2.2731633741348567,2.8981784423473878,2.314427851801515,2.1598204405657295,2.06,1.99,1.8,,0.017942937466074893,0,0,Deflation
2012-06-01,1.58,1.34,1.653870448297634,2.192285611289857,1.5460196726963193,8.2,,1.72,0.56,,,,,0.0,1.52,2.16,1.32,1.9,1.7379429374660749,2.5828752813320977,2.252258280361308,2.2483374654291177,1.72,2.02,,,-0.0661295517023659,0,0,Deflation
2012-07-01,1.4,1.28,1.4175114798464783,2.109955687378462,1.4100261354958565,8.2,0.6,1.83,0.52,,,,,0.0,1.58,1.85,1.34,1.68,1.653870448297634,2.2731633741348567,2.192285611289857,2.314427851801515,1.72,2.06,,1.8,-0.4124885201535218,0,0,Goldilocks
2012-08-01,1.48,1.35,1.6859349154821235,1.9352524993137443,1.51186746212284,8.1,,1.95,0.54,,,,,-0.09999999999999964,1.4,1.52,1.28,1.32,1.4175114798464783,1.7379429374660749,2.109955687378462,2.252258280361308,1.83,1.72,0.6,,-0.26406508451787647,0,0,Deflation
2012-09-01,1.55,1.42,1.9497168982819613,2.0082434834909124,1.6779710051753494,7.8,,2.11,0.38,,,,,-0.39999999999999947,1.48,1.58,1.35,1.34,1.6859349154821235,1.653870448297634,1.9352524993137443,2.192285611289857,1.95,1.72,,,-0.1602831017180386,0,0,Deflation
2012-10-01,1.61,1.42,2.1556780595369363,1.9946491483669337,1.9768774978838444,7.8,0.5,2.12,0.28,,,,,-0.39999999999999947,1.55,1.4,1.42,1.28,1.9497168982819613,1.4175114798464783,2.0082434834909124,2.109955687378462,2.11,1.83,,0.6,0.035678059536936146,0,0,Goldilocks
2012-11-01,1.54,1.37,1.7960197033926262,1.9528512686261434,1.6991017964071764,7.7,,2.01,0.36,,,,,-0.39999999999999947,1.61,1.48,1.42,1.35,2.1556780595369363,1.6859349154821235,1.9946491483669337,1.9352524993137443,2.12,1.95,0.5,,-0.2139802966073736,0,0,Deflation
2012-12-01,1.73,1.53,1.7595049796895523,1.8996943778720743,1.6243828413875505,7.9,,2.09,0.44,,,,,0.10000000000000053,1.54,1.55,1.37,1.42,1.7960197033926262,1.9497168982819613,1.9528512686261434,2.0082434834909124,2.01,2.11,,,-0.33049502031044753,0,0,Deflation
2013-01-01,1.95,1.75,1.684061762098299,1.9098022178631435,1.4708075063369241,8.0,4.0,2.33,0.34,,,,,0.20000000000000018,1.73,1.61,1.53,1.42,1.7595049796895523,2.1556780595369363,1.8996943778720743,1.9946491483669337,2.09,2.12,,0.5,-0.6459382379017011,0,0,Goldilocks
2013-02-01,1.78,1.64,2.0181404902574807,1.9887385214485631,1.6046076681118793,7.7,,2.18,0.34,,,,,0.0,1.95,1.54,1.75,1.37,1.684061762098299,1.7960197033926262,1.9098022178631435,1.9528512686261434,2.33,2.01,4.0,,-0.1618595097425195,0,0,Deflation
2013-03-01,1.8,1.62,1.5187472411246183,1.8890221377988237,1.276992915022701,7.5,,2.24,0.38,,,,,-0.40000000000000036,1.78,1.73,1.64,1.53,2.0181404902574807,1.7595049796895523,1.9887385214485631,1.8996943778720743,2.18,2.09,,,-0.7212527588753819,0,0,Deflation
2013-04-01,1.65,1.48,1.138808047576867,1.715558856294086,1.0412253198881505,7.6,1.1,2.06,0.44,,,,,-0.40000000000000036,1.8,1.95,1.62,1.75,1.5187472411246183,1.684061762098299,1.8890221377988237,1.9098022178631435,2.24,2.33,,4.0,-0.9211919524231331,0,0,Goldilocks
2013-05-01,2.12,1.86,1.3903888279197085,1.6455519491850756,1.2290301372187118,7.5,,1.87,0.34,,,,,-0.20000000000000018,1.65,1.78,1.48,1.64,1.138808047576867,2.0181404902574807,1.715558856294086,1.9887385214485631,2.06,2.18,1.1,,-0.4796111720802916,0,0,Deflation
2013-06-01,2.48,2.16,1.7157935271568725,1.6230952474272975,1.5055063976064709,7.5,,1.76,0.44,,,,,0.0,2.12,1.8,1.86,1.62,1.3903888279197085,1.5187472411246183,1.6455519491850756,1.8890221377988237,1.87,2.24,,,-0.04420647284312751,0,0,Deflation
2013-07-01,2.56,2.29,1.885471805415806,1.7002217680567089,1.5951128457492025,7.3,3.5,1.87,0.54,,,,,-0.2999999999999998,2.48,1.65,2.16,1.48,1.7157935271568725,1.138808047576867,1.6230952474272975,1.715558856294086,1.76,2.06,,1.1,0.01547180541580584,0,0,Goldilocks
2013-08-01,2.75,2.39,1.538809488600279,1.782107690904433,1.4047883304264985,7.2,,1.78,0.28,,,,,-0.2999999999999998,2.56,2.12,2.29,1.86,1.885471805415806,1.3903888279197085,1.7002217680567089,1.6455519491850756,1.87,1.87,3.5,,-0.24119051139972103,0,0,Deflation
2013-09-01,2.62,2.31,1.0947341081747997,1.7519368418314363,1.1412854478201728,7.2,,1.74,0.34,,,,,-0.2999999999999998,2.75,2.48,2.39,2.16,1.538809488600279,1.7157935271568725,1.782107690904433,1.6230952474272975,1.78,1.76,,,-0.6452658918252003,0,0,Deflation
2013-10-01,2.53,2.26,0.8767991434911471,1.686837731144819,0.9761069199571093,7.2,3.5,1.74,0.34,,,,,-0.09999999999999964,2.62,2.56,2.31,2.29,1.0947341081747997,1.885471805415806,1.7519368418314363,1.7002217680567089,1.74,1.87,,3.5,-0.8632008565088529,0,0,Goldilocks
2013-11-01,2.69,2.47,1.2328701961954458,1.7416677473738762,1.1954704602088029,6.9,,1.69,0.32,,,,,-0.2999999999999998,2.53,2.75,2.26,2.39,0.8767991434911471,1.538809488600279,1.686837731144819,1.782107690904433,1.74,1.78,3.5,,-0.45712980380455415,0,0,Deflation
